,gender,age,cust_id,income,member_year,member_month,member_day,gender_label
6306,F,55,ce11bb1927374fb6a0b54ecda9275b54,75000.0,2018,2,7,1
6307,M,51,6fb8202f2b8f406197f1ef9e4c30c8d1,62000.0,2017,10,10,2
6308,F,83,3fc4d0e0b39b4d51a22c20e782d0d31b,43000.0,2015,12,29,1
6309,M,60,f2e883824e7642cd9c5618dbc9769508,50000.0,2016,7,4,2
6310,F,51,6443155ea95d4ee3afb60fbfbe6d2d73,50000.0,2017,8,23,1
6311,M,32,cabc2b86a6d44f6b931f2bf546f593ab,30000.0,2017,8,6,2
6312,M,57,2d073f4324f44580b5bbc2acdb9d95cf,79000.0,2017,5,31,2
6313,M,19,9582f5338df0446eb43978374a530ea9,35000.0,2016,7,6,2
6314,M,58,e74cd5a6b1ad4d0da80281689dfa47c3,52000.0,2016,10,2,2
6315,M,52,20fe5847b1a84141ba23bc430bc89768,67000.0,2018,5,22,2
6316,M,82,2dfe5e7f16ee453b9eef8d0cc51fc54e,54000.0,2014,5,25,2
6317,M,32,efbae5d984b74b598f1da094d5d223f5,45000.0,2017,10,11,2
6318,M,88,6248fb7c3d234f09bd3de7b7c8b83f08,37000.0,2017,8,12,2
6319,M,41,cd083b1cbfa34e2298465c4bebb688ca,92000.0,2018,6,22,2
6320,M,57,3734be2a864546b8acd7b44dd626759b,119000.0,2017,3,19,2
6321,F,78,df6aa41febb14d8d8e05ee665a3fe00f,83000.0,2017,4,18,1
6322,M,21,cf5cf2888984419caa208cfb849c86b1,37000.0,2017,12,24,2
6323,M,64,e728ea2be7844d7eb0da24f4e1444c44,73000.0,2017,11,12,2
6324,F,62,0c48cec9c44b4b47923a70dcb0641662,88000.0,2017,8,9,1
6325,M,25,91d4a97d4ded46ff8fd8a35e98471925,31000.0,2016,4,12,2
6326,F,59,66016c0bd39a45dfb7a90e0d4ba5a839,91000.0,2017,11,23,1
6327,F,67,1a79f623402a4e53908e254531e04f26,58000.0,2016,6,20,1
6328,M,23,989e038d4f24452a9749187962f9aa1a,35000.0,2018,3,21,2
6329,F,76,f4809b14614f4420b2f9a4dc0d5a0a3e,101000.0,2017,10,10,1
6330,M,63,c23d5e5c1960423fb3e0f73aee396273,34000.0,2018,4,16,2
6331,F,52,ad622da354f148dea65c5af2df594780,75000.0,2016,12,29,1
6332,M,52,834a55ab031d486791547c954124bd70,94000.0,2017,10,5,2
6333,F,51,fa2ec55a1e0a4740bad758ca547b139a,71000.0,2017,9,19,1
6334,F,54,c606877af61b46fab3e13bf202eb4665,84000.0,2016,10,31,1
6335,M,66,80c8a3abd35c47baafb20b4f0fc8702d,36000.0,2017,9,3,2
6336,F,24,be15020b871e45ab8e2e1b9e6a8cec75,46000.0,2018,7,9,1
6337,F,77,90c964405bd74fa68a29af133eabe0ba,113000.0,2017,3,6,1
6338,M,88,212c3e980998440fba3ebe06a62e9828,33000.0,2017,12,19,2
6339,F,51,0785f1fce0b04ba08e01c7d2ebab4917,78000.0,2017,8,15,1
6340,M,45,a1183855451e4250adb676f87d5f8398,54000.0,2014,5,13,2
6341,F,55,84cf0f0cd78e423d9390df1d07a6590e,108000.0,2017,7,28,1
6342,F,59,fa6335ecdd5744dfbf4cbdfcae5414fd,51000.0,2018,4,21,1
6343,M,80,81a3cf0f43134a70ad4a7c5ff3d575c0,75000.0,2015,8,9,2
6344,M,91,82243dd9efde4424bf39e2367fc11bd2,62000.0,2017,8,27,2
6345,F,26,46b3c686bbbd4495940b4da488e10ed6,49000.0,2016,3,18,1
6346,M,63,1285ce3d9f68495c841b5c1d3b29386f,32000.0,2018,1,30,2
6347,F,82,9a664345a62e4819a06e763c7de4a98b,92000.0,2018,5,16,1
6348,M,70,74cbaa788c4e43bf993236bd51bd5577,80000.0,2014,9,18,2
6349,M,68,21fa118bc6b84650976fed5df7d3040c,58000.0,2016,12,29,2
6350,F,59,fcbcd28beee1457f8b3672658ea0a1e3,91000.0,2016,9,26,1
6351,M,52,a11b6892c14148c78ec4a8d10ad4b31d,67000.0,2016,1,31,2
6352,F,84,97a00dcfd0774700ad1492131a3bfef3,102000.0,2017,6,12,1
6353,F,68,8e4192840ed54d42bc0a02e5bfba55ae,37000.0,2017,9,30,1
6354,F,66,196651959ba44f8d98d7730dfa820beb,109000.0,2015,12,14,1
6355,M,46,a4e5b1a385e04d88a86f0f6dbdd0ab86,33000.0,2017,7,5,2
6356,M,22,933bab17f8d24bbca0971d1c1877ed33,45000.0,2017,12,10,2
6357,F,60,79d11d2ad203425b9133357ae3840019,106000.0,2015,11,6,1
6358,F,41,61734abecbcf4018a4003af9adffdb27,57000.0,2017,3,23,1
6359,M,46,2deb5383c1af41029f861cb3b56e2e4f,55000.0,2015,8,3,2
6360,M,42,b6eefa7f1b2d4680bfd4d17f524a7648,45000.0,2017,10,22,2
6361,M,46,5914d17eefa641a29579c972d2b29e60,73000.0,2014,6,3,2
6362,M,62,b8ed7d879ab7428dbbe355d7d8578c00,43000.0,2016,8,7,2
6363,F,59,1474f106266144e19ed6a01bbf48a462,66000.0,2015,4,4,1
6364,M,59,d016152dbf9149b68a6b6657189a2bab,89000.0,2017,7,5,2
6365,F,71,c93d88f92fbb4ccdb743bbd72a6f7a4f,88000.0,2018,1,3,1
6366,M,39,bcfbe973d8dd482d9588da28517f2b46,85000.0,2017,12,11,2
6367,F,29,a29c214ecfcb403c86b35c13324245c9,33000.0,2015,8,4,1
6368,M,45,1d2bac27fdf84d6aac5f19d3f8f6d3a0,60000.0,2015,11,20,2
6369,F,41,2526704eb7f24f4a8b1c2487912baa17,35000.0,2016,3,25,1
6370,M,61,db9201c63453452786af3ff92cf89e4d,81000.0,2015,12,11,2
6371,M,67,708e0932c3044c04b2b273f6a49f4e08,68000.0,2015,3,7,2
6372,M,20,3aa26d03b7d143fca0bce655ee4937c0,63000.0,2018,6,27,2
6373,M,25,3b6a6519f1454fb88f32e3693c420739,48000.0,2016,2,14,2
6374,F,23,daa056c77f7447e8a0449504b0b8b4f7,44000.0,2016,4,29,1
6375,M,59,664cdcbcc8b442078bcedac94dc227bb,64000.0,2017,6,26,2
6376,F,63,7bd5eb568781460c9d49a2a3e3e59494,45000.0,2017,2,17,1
6377,F,40,47f266d632c242cda245628afff06cbf,49000.0,2018,4,27,1
6378,F,34,46bf4e6285494863808969a127d66138,33000.0,2015,9,11,1
6379,M,35,df893f66c0bc47d288e62f4836925e4a,34000.0,2014,10,4,2
6380,M,45,6c7eda4aff42485d8a6c4868c0739857,69000.0,2017,2,5,2
6381,F,61,120a5a55d3d9498294bfb5b892179f95,58000.0,2016,1,1,1
6382,M,44,20e6b5b7907a41d589576012963bde5d,56000.0,2016,1,24,2
6383,F,67,71d3c278485543f4a7e4f5581f4414e5,71000.0,2018,1,3,1
6384,M,24,0def8320fc9e4ec1a74e75bd3e1a993f,57000.0,2017,11,22,2
6385,M,42,31059a17549d4229b8418b785bb65ce7,51000.0,2016,8,3,2
6386,M,48,9729bb96b9f540cdaeca72e11f63dba1,33000.0,2015,11,10,2
6387,M,36,f83a0ca17ca64bb38151a78155e123d5,69000.0,2017,8,13,2
6388,M,18,5d212c185b63411faff45618e357ac9b,47000.0,2018,3,26,2
6389,M,21,44a49d74b66041c397dc80b225a7ddad,43000.0,2017,8,3,2
6390,M,51,18dc0436a2e546cb86fb4be6783ba79d,35000.0,2014,8,29,2
6391,M,71,7b4acaf2040e4c9baacc4ec45f47091f,46000.0,2017,10,19,2
6392,F,56,b870216e369b408a899f98d9b3f6058f,91000.0,2016,11,4,1
6393,F,66,c488db98e347415ebfdc497260230031,69000.0,2015,11,3,1
6394,F,25,0ac4004c9f854997b8c9697dc9bbdd8f,40000.0,2017,8,23,1
6395,M,66,bcbd951fa30e4b22a3683e7a3e211f98,70000.0,2018,4,2,2
6396,M,51,6cfbe26d81d54108acb5061fbe1c867e,37000.0,2017,6,9,2
6397,M,58,edcf3cb99c034cdf8878e7268084db9a,90000.0,2018,2,18,2
6398,F,56,f4a11bc75a014ad9996a79170fb59ec9,59000.0,2017,11,13,1
6399,F,66,4f499c198dc2449fb30e7cb82af2ea42,75000.0,2017,5,17,1
6400,M,24,78bb7e19ab9b42b09d3744089d2b6a32,50000.0,2018,3,2,2
6401,M,63,b2013e977b734663b47883cfdd0bdebf,44000.0,2018,4,1,2
6402,M,44,e590c974d8274f89a02fecaa11b6670b,41000.0,2018,7,22,2
6403,M,50,4987202c490a4c5b8c4fe1387dd6e888,37000.0,2014,2,11,2
6404,F,41,2eac364f988e474ba0a4fd9b905ee220,80000.0,2017,12,4,1
6405,F,60,c2bc9cc1972345da8d1ac71c83ae4b23,96000.0,2018,1,29,1
6406,M,70,416454937dd042e7b7b74b99535a74f4,36000.0,2014,12,12,2
6407,M,42,b0e48cab3d794637b8f9209090989e92,68000.0,2017,8,6,2
6408,F,21,45da79fb1a6040c0864e788ddce7af10,70000.0,2016,2,11,1
6409,F,59,1cf4f9506adb416c8d5baf81349fe4bc,92000.0,2016,10,8,1
6410,M,44,53e8bb88915e405db140e25ae136bf1d,58000.0,2017,2,3,2
6411,F,51,970d7af2030742f2a098184bea0da030,76000.0,2015,8,30,1
6412,M,93,8b6427bb8a2a423f92aeb27e22345449,57000.0,2015,10,10,2
6413,F,73,b8a0e096e34e4281baebc5aead2de945,61000.0,2018,7,2,1
6414,F,23,c8bd3632ce7b4f8f8ea2c10a8bd2c25c,46000.0,2017,3,1,1
6415,F,56,76f2d0fd5c084f6e9ef847c096225fcf,82000.0,2015,12,27,1
6416,M,37,106ebd92bff94148b4948f52079e87dc,32000.0,2017,10,7,2
6417,F,51,836abcc3e924415489c548e63d274fa4,62000.0,2018,4,20,1
6418,F,21,fbf945cf7c8d443ca2bbef68fdf3b248,51000.0,2017,12,16,1
6419,M,51,b0df19319fa442de9dd18e0e52236bb0,74000.0,2017,11,30,2
6420,F,47,33f94bb3043b445aaf283946b4b5f3a1,37000.0,2017,9,29,1
6421,M,97,32e59b6fff2f4343936b29dff4703a89,40000.0,2018,4,20,2
6422,F,60,3bb72efdf482469ca06f1fee368c4897,83000.0,2016,7,13,1
6423,F,57,5abdf66930f3406d9fe2dbb72f175ed3,62000.0,2017,10,7,1
6424,F,64,e67ada5fe1e240879e7a104257b196f8,40000.0,2017,4,14,1
6425,F,58,6315392db2274a1f89ad516e9071bce0,93000.0,2018,7,11,1
6426,M,26,7afd804bab1a4408868bb5f493169e48,63000.0,2016,6,9,2
6427,M,53,55c6fbd642b748a395bf83c8dec3f684,55000.0,2017,5,19,2
6428,M,56,395d93dc9b9d4cb7bce9901fa07f27ec,75000.0,2014,5,26,2
6429,F,29,c38c65f6837d42d8a2c15a2acbc15366,32000.0,2018,3,12,1
6430,F,47,6e23a5486c6f424ba3ea13019f6a5806,93000.0,2018,1,20,1
6431,F,74,359aa75bac3e4b15b0df6b1ade7f08a6,67000.0,2018,3,24,1
6432,F,75,3d6838fcab094b999a032af69d635f89,79000.0,2016,11,4,1
6433,M,59,c836ae4ca1cf403785b879c7b3372eab,67000.0,2017,8,19,2
6434,M,65,54dedf2f67614b3b801a67cde46c8ea7,106000.0,2016,2,10,2
6435,M,54,1a3e35ba8cd34e9286af057604fd410a,109000.0,2016,3,10,2
6436,F,60,943eba7452dc43b985461489427c8bba,57000.0,2013,12,25,1
6437,F,55,df21032020524a05861095e57efcab46,75000.0,2017,12,6,1
6438,M,54,29326f9f93194d8fb98d4d60532b9056,61000.0,2016,2,25,2
6439,M,85,1f88b300c65e42e382aee3b6fef0dc9a,75000.0,2016,6,28,2
6440,M,47,edde99158465417b8bdbeb5b351ff6cc,43000.0,2018,4,16,2
6441,M,66,e16d5add92b44f9db7aaead5e77f1bb5,54000.0,2016,5,16,2
6442,F,49,f3d5c65a17e74ca2b019fe0b85d24f46,73000.0,2018,3,21,1
6443,M,19,89c440131f9347a1910d940e46cb4056,44000.0,2018,3,19,2
6444,F,76,cb92a8c166ee4fc3a3eeb06bdd6ac465,115000.0,2017,5,20,1
6445,M,40,7127e3ab3285454d8c8c512cbf1d4ad1,67000.0,2014,5,29,2
6446,M,89,d162eae1102148a9883683a11f4f05f4,80000.0,2018,2,19,2
6447,F,88,72412f41d944472dbba2183ae9af8a8e,105000.0,2016,1,17,1
6448,M,59,f9c27f6e2fe2441e97db37db2ba3cc17,50000.0,2017,10,28,2
6449,M,27,5bd7a2745d0641d89d174521080558eb,39000.0,2015,9,8,2
6450,F,67,06476b6b8d2a46a4a6a010ad0bb41698,111000.0,2016,9,10,1
6451,M,55,40e6454455f941338a10f99206e0ff0d,56000.0,2018,3,25,2
6452,M,43,8db03c98a26844ac9b4123910cb6641a,56000.0,2018,7,24,2
6453,M,62,f709aca8c4e54792b438caddff279fe5,113000.0,2015,9,9,2
6454,M,75,cf5d89bcd0b74f5a8ee75578baf083d8,43000.0,2017,5,26,2
6455,F,24,315a53ae710942a89c5351d1c05dce8b,37000.0,2017,5,31,1
6456,M,22,492e3e3adea34fdf907cabaa222cf27c,71000.0,2018,7,3,2
6457,M,70,4b7be2796f514ae285933f42f859d30b,71000.0,2014,1,10,2
6458,M,56,3baa1149bbe94e8f9deb70024f50ae2e,60000.0,2018,1,19,2
6459,M,54,69c15bc685ef47bc91b850ffe90949d8,70000.0,2015,9,13,2
6460,F,72,5000aa9e8fc84433a6bb022471ec1578,96000.0,2018,1,3,1
6461,M,47,5167094eab4d4b59a225b0453ba8b633,46000.0,2017,9,15,2
6462,M,46,1a2dafb01354452292804547c74f2330,43000.0,2017,12,29,2
6463,F,54,29238e21ecf4463d82316a6f610915e1,101000.0,2017,7,10,1
6464,M,88,246126838bba45659893c568a5abbb9c,64000.0,2017,9,10,2
6465,F,87,e465b76ab7fe45aab973997ee3412e7e,31000.0,2016,12,27,1
6466,M,69,86044a1798d646e18b43cd813f7a79c5,92000.0,2017,8,28,2
6467,M,45,c7c8f63a6992417b880e5af9f9fa035d,76000.0,2017,8,12,2
6468,M,34,4d5618b1bd0c4d1693b860e5b4daac40,52000.0,2018,1,31,2
6469,M,63,48c1ee6a10d74a20a411ba8fa7c08f03,45000.0,2013,9,2,2
6470,M,75,248dc37acf3f4197b0a92bda480e57a5,37000.0,2018,5,29,2
6471,F,60,a80ed01ca0f14e49bde53fb7a175faa4,113000.0,2017,8,7,1
6472,M,45,c85fc8b42e9842c881837defc9c20275,58000.0,2016,2,22,2
6473,M,21,f380a497008b4805a72bf5f1b3fe4560,48000.0,2016,4,3,2
6474,M,46,2f937953414c4fc5aae319f8ba4d441c,76000.0,2018,4,17,2
6475,F,85,617a8fe20e1643dc9dac7a8f8d8f7a99,31000.0,2017,10,4,1
6476,M,42,fa126009823a473e9ac78f31749de9fc,45000.0,2015,1,22,2
6477,M,74,3c65635c6c984c3280fcfc39382452dd,77000.0,2017,3,7,2
6478,F,53,52eb99f0838e4d69b3a33cdfd899f5a6,96000.0,2015,9,14,1
6479,M,53,c64ca3264b8a421882bc7055d1776f44,51000.0,2017,9,29,2
6480,M,61,955a27cddffd457da36cca5de249aa33,35000.0,2018,4,19,2
6481,F,70,7b53d7ddc0d64a929d216857837bdab6,95000.0,2015,12,29,1
6482,M,49,7fd4168b70e64c4a8d1fc3488fad4164,96000.0,2018,1,25,2
6483,F,70,bc8f94f7e220405393414f17b3fe25c5,100000.0,2016,3,15,1
6484,M,60,c1be2d7ddff648ba80e1a27c7fc9bff8,84000.0,2018,1,4,2
6485,F,28,1afa3c131c8842b78fd580f6f6c66a6f,38000.0,2014,4,27,1
6486,M,43,fbfe4e14cb5147d2b0ce619378b40069,73000.0,2014,6,21,2
6487,F,71,8d4554196c5b4a8e84ebfbbfe9d082b9,93000.0,2018,1,29,1
6488,M,69,a9405d222eb042b3ab274c22f2a3241a,31000.0,2016,11,19,2
6489,F,57,9051ff3eaf2947038a6d716fd7a076cd,56000.0,2016,5,27,1
6490,F,47,507e271f7d2f43458ba0162db5c41b3f,60000.0,2018,4,27,1
6491,F,43,2201a5d7a57b4430b803c34926a7f1a2,77000.0,2017,10,9,1
6492,M,60,f1c2a53947ee4c5db8fec148a19f04d8,52000.0,2014,2,16,2
6493,F,57,1bf9370f3a6447fe9bd8f17320daa385,74000.0,2017,4,28,1
6494,F,58,e27b7b5d901d438ab0365f39d460dbf5,114000.0,2017,12,14,1
6495,M,30,e671898959a54f92b8badd3ecbb2b260,68000.0,2017,12,13,2
6496,O,58,fb8cc2d3feaa45b3a884c0a7a65cada0,87000.0,2017,12,14,3
6497,F,47,e763002bb9c449df8bfaf5305773029e,41000.0,2018,2,9,1
6498,M,74,36f521d12abf490aa6aefc524c928bf0,61000.0,2018,6,3,2
6499,M,83,bb54106e5dc34e33a94981ae317ab3da,61000.0,2014,2,22,2
6500,M,63,a138d7637a054c37800609decf35c5c6,96000.0,2018,1,24,2
6501,M,77,d18403099d124d95938941bd98f008f0,37000.0,2016,11,8,2
6502,M,32,bc36862e6db048a6831b7707fc0a819d,45000.0,2017,1,20,2
6503,F,64,f95b3a584b014e4799c50e405ccf43c7,69000.0,2017,12,27,1
6504,F,60,0e1d61a719e54bf596e45f1b4948b3d0,96000.0,2017,6,13,1
6505,F,46,8f1d8f4875d04c83b826a9df90dedfe4,73000.0,2018,4,11,1
6506,M,54,4eab02d70ac241a8911502dc1954069d,32000.0,2017,7,13,2
6507,M,75,b75f60f949e54f649375f68f980a771f,32000.0,2018,4,24,2
6508,F,70,74ba9f5fa5394f4c87885867339f8c65,92000.0,2017,10,31,1
6509,M,26,2fd7a38e7640433facbad7081668f671,55000.0,2017,2,5,2
6510,M,76,051e221bbd75481c8d935f6adcee2edc,69000.0,2016,7,5,2
6511,M,77,4de618ca398b4a89aefef5ffaed7443f,82000.0,2015,10,14,2
6512,M,37,4c96ee37b5bb4d389177ca83222d5d84,68000.0,2018,1,22,2
6513,F,62,13712893fcb34bd691d9a1dfd0d155bd,98000.0,2017,8,26,1
6514,F,57,431c1dedcdf348b8bb6aa51c00d46219,77000.0,2017,11,18,1
6515,F,44,63fcd3b7b0e64166ac6b8d6cc4c5f23e,67000.0,2016,3,12,1
6516,M,62,a024732dd4f14bb28d2292422371fec2,56000.0,2015,9,11,2
6517,M,32,090787edb9ca42a7ac812641fe2ab118,40000.0,2014,6,29,2
6518,F,70,681ad9de9d854246a517376db27d4cc1,56000.0,2016,3,25,1
6519,F,68,8d30c524932649a5b4021e56f6ad9580,116000.0,2016,5,28,1
6520,F,53,8284624d7cda4e2aaefc2e24c0031e51,72000.0,2017,11,22,1
6521,F,49,bb16ec6e02b14940a95d65bffd980456,94000.0,2016,9,29,1
6522,F,85,089d00cfd1fc45258ce97ebd2e4779f8,75000.0,2015,11,30,1
6523,M,50,8273598337b24b1f967141e2e43c316f,52000.0,2017,4,14,2
6524,M,36,d68d55e1ac834e7680e1fdcfd8ccb756,67000.0,2017,6,10,2
6525,F,60,ec54c62e1037462ea711e45edf5a5154,73000.0,2018,3,10,1
6526,F,70,5dca502de36e41f4b37c7f4795078b28,110000.0,2015,11,7,1
6527,F,44,226a51a4d1204398949b0fd51cdf8a10,58000.0,2017,11,1,1
6528,M,45,fc0561465fd34eb0a59bc1a7995285f6,68000.0,2017,11,27,2
6529,M,51,e40650c705384775b3ca0223fe6f10be,39000.0,2017,12,11,2
6530,M,49,b23fd66b4bd4463b8382ff9007f7f861,44000.0,2016,2,13,2
6531,M,37,668d781e8fe74af087c0f35490f12a67,66000.0,2017,8,22,2
6532,M,41,a3f828c0faa74d0a9278fa145cf1336f,83000.0,2018,5,3,2
6533,M,69,e7770213c8a7428f9e6dbaae2c4192b5,60000.0,2017,11,21,2
6534,M,85,e9d95a32f93e4fa4b00990812acde9c7,50000.0,2018,5,2,2
6535,M,40,f6732790cfed4347b636b0519865724c,99000.0,2017,5,31,2
6536,M,54,7d838fbaa68e4c37a5a30fa1691c71c7,120000.0,2017,10,22,2
6537,F,48,dde37c32b59a493ca0b6f202c0a09388,56000.0,2017,12,13,1
6538,F,86,a42c66f6abfb40df85014739db64faf0,76000.0,2016,1,29,1
6539,F,88,e98cd87a44384ac6a0b3ce2ce70f3f3a,53000.0,2015,8,6,1
6540,M,28,f630d4e757c042a0802e8aef91b9211b,68000.0,2018,7,9,2
6541,M,69,c5f291c0fb074014a2e2db16a56aee18,70000.0,2014,10,23,2
6542,M,56,a5ecec6855aa4835946e9d93bdb5fcd7,97000.0,2017,12,30,2
6543,M,61,9719186ce75a4e1bab16678eaa81397a,70000.0,2013,8,31,2
6544,F,53,9d8f44ec36614d7c992fa640ae133fc3,87000.0,2016,7,26,1
6545,M,30,e815018e63b34f96abd36d7174ba600f,48000.0,2018,4,22,2
6546,F,78,70f8c587fcf9433b8ca366eaf480f814,81000.0,2018,6,12,1
6547,F,82,940cc540a67f4ddfbe25146a2a71355f,94000.0,2016,7,23,1
6548,F,54,ad48cce43e2243d5be3b84b58d022fe2,61000.0,2017,12,2,1
6549,M,94,b8bef39dd2654f90af97658f0ca65f75,51000.0,2016,7,28,2
6550,F,94,6ec2b241ddc0404eb3bcf22cb324b69e,73000.0,2017,6,1,1
6551,F,35,112332d9986546f8a58ca5b77f9d823e,50000.0,2018,4,8,1
6552,M,58,d3c01d3f66d142df959c19fb8bef8af9,93000.0,2016,7,29,2
6553,F,61,e4c1df33299b4b9d9d8924a45823095d,113000.0,2016,11,5,1
6554,M,32,4f0dcdd442f845248a28fe45f85ec9a6,50000.0,2017,3,6,2
6555,M,70,f97466e2ac204f199f6adc61504b7108,96000.0,2017,10,3,2
6556,M,76,5bfbf2afd12c4f49931e100c26506855,50000.0,2017,11,30,2
6557,M,82,0db38d21da2e4d17b1b0b43320b7ebab,31000.0,2018,6,4,2
6558,F,67,31b1bf63e5774b38b98457142e1e4191,103000.0,2017,1,22,1
6559,M,47,c1b48c3da509479ba0df92dd90803fdb,64000.0,2017,4,13,2
6560,F,53,1e8555612cf545938953a8a648705185,104000.0,2016,12,9,1
6561,M,40,13f26e369c1240c08200f4f1bcf26456,39000.0,2017,2,5,2
6562,M,59,f79eaef4594e421b83e8c6e4f0234f22,78000.0,2017,8,12,2
6563,F,76,d1156d13c1d443a885e3ea825975ce8e,71000.0,2016,4,24,1
6564,M,34,c766988254754a299ba73e59bedf8cc0,38000.0,2018,1,8,2
6565,F,43,c0ed6d30eade4c5d806348ac2d43a16e,90000.0,2016,4,23,1
6566,F,86,0121fe001b7a404fa9cbe486f8944baf,109000.0,2018,4,12,1
6567,M,69,dad1c0e6bfe44dabbcb5c5c355c1cea8,35000.0,2017,8,2,2
6568,M,75,06f4bfb1cb4c4c968add3d9980a279fa,75000.0,2017,12,14,2
6569,F,67,f02b33f57a3c4824a99ae579e5ff406b,110000.0,2017,3,27,1
6570,M,71,53696ba3fa0d4cada4b9aed2b61b5b22,75000.0,2017,3,26,2
6571,M,20,89f98f35964f49559951177fdfebaba2,51000.0,2017,9,10,2
6572,M,59,bf9a977afac347909f6154675a0e2bc2,93000.0,2016,6,19,2
6573,M,21,747ef5ce4cb94dc7998c86f8d3b3d24a,54000.0,2017,10,30,2
6574,M,27,c85102fc7118449c818bf3a3b88e107f,62000.0,2017,12,24,2
6575,F,54,50c3063af3c04074b817b1488e238e66,120000.0,2016,9,22,1
6576,M,59,d2b287e7ecd34b628b05a16317b2af9a,99000.0,2016,8,15,2
6577,M,74,9a3ae3cd8ae84a59bd4ffb201c04977e,82000.0,2016,9,14,2
6578,F,57,3671e62b64104ba49147706fb33087ff,46000.0,2017,8,21,1
6579,M,58,c7415064290d442db71f8208fd565e10,44000.0,2017,10,31,2
6580,M,62,ccb81c7706fa46b692d357a2098fdfb1,52000.0,2017,9,24,2
6581,M,47,244d3bc4a9bf4483a7c769b7f1079744,39000.0,2017,2,6,2
6582,M,19,de557b1ba8494a589bc66d539032f568,47000.0,2017,1,27,2
6583,M,57,021adce38ab34ede96422ae107643fd5,65000.0,2017,4,5,2
6584,M,34,e4193dd54abd45aa8254db2c26982cfc,61000.0,2013,9,17,2
6585,M,20,208bf54c363a4542bfe02328b47b9912,73000.0,2014,7,1,2
6586,F,41,a83c48c17c2a45daa51345d5fa6a0a7a,61000.0,2016,6,15,1
6587,M,19,84c753e586094a35b2086af8ffea63b2,33000.0,2017,11,1,2
6588,F,57,83d46d42789c42d3bfca525ce3ea8c17,93000.0,2017,5,5,1
6589,M,69,6214d18adaa3410f917af1aaa1bf546e,73000.0,2017,2,23,2
6590,M,49,a6292629dfb24fc583dd6d324d47a5dd,79000.0,2017,11,10,2
6591,M,36,59e8af4b2fbf4d119611450e20d8bbc2,63000.0,2017,12,23,2
6592,F,52,1d72c517c8404527a34f7431b3f0ba93,89000.0,2018,3,2,1
6593,M,43,e9d127cf3f794ccbaac940f93c15ce8c,72000.0,2018,3,23,2
6594,M,19,cfddca83cd5d4f968498841f1e734e2f,58000.0,2017,8,12,2
6595,F,47,b23f03652b9f475eada633abb8d4eb67,59000.0,2016,4,30,1
6596,M,40,c9f5e6b7918540d692179bf5b1608935,66000.0,2015,4,26,2
6597,M,36,9eebfc7e84054e4c84d3caa8979e40c4,75000.0,2017,2,22,2
6598,F,71,2e971027f5ae47f0bc67248629c19afd,114000.0,2017,7,31,1
6599,F,38,d3fde2db514a40c8bae78da030e153a9,99000.0,2017,7,17,1
6600,M,36,261a27512c6b4c8aaa8cfc6fa465f463,91000.0,2018,7,9,2
6601,M,72,2dd5daa8a5e14fcd8fca67457541fc48,37000.0,2018,3,1,2
6602,M,65,a0ae43a9b2d343e19a7cddb9c07353bd,30000.0,2018,1,10,2
6603,M,49,8b7cb825575046b49bac1174259f446b,48000.0,2017,7,31,2
6604,F,47,15340eb06d624fa486d5f3853191e9a1,52000.0,2017,10,27,1
6605,F,75,3ca81d378ae04fa0b597aa70ef98c403,97000.0,2018,1,17,1
6606,F,55,6280ae4ee7844024bbcdb9d339d2d859,63000.0,2014,9,8,1
6607,F,63,c2eacdc687cc41209c602d36803f584c,84000.0,2014,8,5,1
6608,F,54,7f07308a062844c3bd54012ccdc3fb81,106000.0,2016,10,16,1
6609,F,42,967e2f8cabb948e1944f7472b2ca92f7,72000.0,2017,12,26,1
6610,F,67,67e28b7e5ee54bd9a1c1ced1cb359148,70000.0,2016,10,8,1
6611,F,62,a05d5de8d4314ec19162578f67af3fee,74000.0,2018,2,4,1
6612,F,60,9b42f9e0dc2e465982845e31f0b5c02d,58000.0,2018,2,26,1
6613,M,74,b428d395c99941368d692d7bbd31f9d4,46000.0,2018,1,5,2
6614,M,65,d73a95cbae9a483190e8ebafe7dea937,58000.0,2016,2,11,2
6615,M,60,5c4236ce34e845cab4c90167ec59fa30,57000.0,2017,12,7,2
6616,F,70,e7f1ad269a7144fa9f6213a69b662e5b,47000.0,2017,10,23,1
6617,F,72,eb6159cee95247c5b6a382415faa027e,109000.0,2016,4,21,1
6618,M,50,1885c809d58447988f532ff93c41d8e5,76000.0,2017,10,6,2
6619,M,54,25b16f192a9c418cbc29c814abd62062,85000.0,2016,8,14,2
6620,M,66,db06532760134014aa9445c7560554af,92000.0,2017,6,6,2
6621,F,62,75a147f153b74a3c9168b657a901aa3c,45000.0,2015,2,2,1
6622,M,20,3ff318b1f700424897bb15fd18c8ebff,53000.0,2017,11,1,2
6623,M,52,947e6148f5364f1d99fd0779fd451769,92000.0,2017,10,29,2
6624,F,95,730a4c52e0ff4efab6531d6d77e33fe5,66000.0,2017,8,16,1
6625,M,73,33834c812b4e47e4955093ad03f6117a,49000.0,2017,6,26,2
6626,M,21,4bdbd489583245e6a3a39456dccfc1d2,71000.0,2015,11,11,2
6627,M,90,67122ee1161147c6a50797c6d0084373,55000.0,2018,7,17,2
6628,M,63,7d54b36f7d65453094592e734f3b1f5d,96000.0,2016,6,16,2
6629,M,29,8b4fdc40b3fa43e0a3c392cc4048150e,30000.0,2017,10,27,2
